scenario,book,gross_exposure,path,seed,ending_after_tax_wealth,after_tax_cagr,gross_losses_realized,gross_losses_liquidation,disallowed_wash_losses,net_realized_pre_liquidation,tax_benefit_used,unused_loss_carry,liquidation_tax,tracking_error,max_drawdown,annual_turnover,management_fees,borrow_costs,transaction_costs,payments_in_lieu,dividend_taxes,debit_interest,min_margin_excess_ratio,avg_long_exposure,avg_short_exposure,max_net_exposure_error,maintenance_deficiency_observed,feasible_at_inception,insolvent,deleverage_events,extension_scale,yearly_taxes_paid
"Annual gains, zero alpha, high costs",200/100,3.0,50,57,669455.6871901609,-0.03933452389157477,3091780.7765752105,3095.0446060466084,0.0,-423915.00305977033,257083.49613867246,-0.0,60641.70291217928,0.1687049762592288,-0.539350627082191,4.757200811411663,71461.51460849213,132082.6200226715,113276.88850728948,98118.51773112742,46930.1474548394,7760.346477860545,0.18753711876788368,2.016873786303247,1.007013501294273,0.03760566302382751,False,True,False,0,1.0,128809.19371494757
"Annual gains, zero alpha, high costs",200/100,3.0,51,58,1048614.8528808292,0.004758295458330064,4222346.419085704,1778.6985944279477,0.0,-163246.72388911046,249420.00790083501,-0.0,181047.68611727282,0.1582468975514453,-0.4676294907310179,4.7991307099187175,90519.7638797525,169313.99304052844,145123.93654251317,125776.10911582113,59881.513446335885,11167.187123288633,0.18200163240624195,2.0193675578435233,1.0078409339919603,0.04974656698421165,False,True,False,0,1.0,327921.70848236827
"Annual gains, zero alpha, high costs",200/100,3.0,52,59,666196.1309652203,-0.03980329655336068,2068653.6605671288,159.06116424231016,0.0,-623300.5863457305,281352.0945974505,-0.0,93649.69315232526,0.15459481632144792,-0.7643591303818993,4.8893875899485595,41237.225201625784,77973.11284397442,69914.46311145752,57922.88382695243,27339.92427100965,3485.800992530408,0.1853610907823302,2.0152658371860013,1.0101304313545498,0.025414085290185184,False,True,False,0,1.0,134732.55195499124
"Annual gains, zero alpha, high costs",200/100,3.0,53,60,1163789.5502754874,0.015283773704602543,4184514.56701683,96.9498543532178,0.0,-112146.29908112562,218093.5686244096,-0.0,261293.3485629487,0.19312347543309885,-0.6705983991994817,4.792820214031191,107209.68678908382,197823.3637344897,170993.45993833386,146954.49877419235,70208.29136964225,8996.301606550567,0.18610409891364546,2.0108061084667845,1.0063114954057018,0.03060136528378532,False,True,False,0,1.0,411444.9218217317
"Annual gains, zero alpha, high costs",200/100,3.0,54,61,980677.8303575305,-0.001949226064220877,4373311.347405229,222.1172191680757,0.0,-224447.515688128,227693.2651360008,-0.0,119820.26854376118,0.17977336800074242,-0.37523990036279276,4.4860049025150115,101416.29564293553,193160.3368943482,150972.24073597413,143490.53597865865,67670.11700690138,12000.178121057615,0.18375645238846766,2.0186431342819935,1.007192477274274,0.03715254920412692,False,True,False,0,1.0,209303.060921832
"Annual gains, zero alpha, high costs",200/100,3.0,55,62,1055428.7139079128,0.0054092824501246195,4189307.2916252343,0.0,0.0,-300729.354825584,224899.27949628828,-0.0,208867.3381106235,0.14233196391012826,-0.6086033960460607,4.75105704436081,92177.74540053998,175269.11766557134,146480.23606979736,130199.91598013874,61326.95342180872,8365.84844979612,0.1854433754232157,2.0138147553940984,1.0070067376973977,0.04276999662672254,False,True,False,0,1.0,284486.4490951959
"Annual gains, zero alpha, high costs",200/100,3.0,56,63,1150139.6423976775,0.014086630885048246,3419895.512662301,3142.977304329025,0.0,-96512.88261266795,212526.5085386986,-0.0,143243.82345038146,0.16260294747082,-0.46926782384186183,4.587732823387195,81995.82291252325,154180.41907581143,127232.41162569355,114534.02559917419,54459.19619265091,11644.52508654649,0.18619794130165312,2.0184375863008657,1.0040918556775353,0.051808623380071195,False,True,False,0,1.0,260023.0925347841
"Annual gains, zero alpha, high costs",200/100,3.0,57,64,4378131.1216073,0.1591212731160656,10156066.036125133,21269.65711260201,0.0,2891143.7895183535,80022.57775868807,-0.0,679678.9904281583,0.14275761260493322,-0.19488441541530388,4.630404167518239,268018.29874948907,491568.2662231214,417267.970696863,365164.9977657472,176239.155705987,45335.02806669571,0.18843776274202353,2.0195131390312833,1.0026225455286342,0.03981484741443353,False,True,False,0,1.0,1534776.3975469172
"Annual gains, zero alpha, high costs",200/100,3.0,58,65,818929.9637894608,-0.019777479451950408,5808883.911265646,13821.57628209126,0.0,-29611.539465491966,228993.79068673693,-0.0,119324.80078722241,0.16632161482440072,-0.7591205129285776,4.732523163503798,117584.05126494677,226030.62464717016,181950.68429644717,167908.46402361212,78956.68011049823,16338.365483631356,0.18959785833711515,2.0154759245392255,1.0027014511271437,0.055550464675664823,False,True,False,0,1.0,298179.2219124175
"Annual gains, zero alpha, high costs",200/100,3.0,59,66,1253349.4159283438,0.02283885242597128,3535629.5829504547,1914.9306685239994,0.0,50585.5312307647,222716.89341998313,-0.0,251163.07561543523,0.17282008833236895,-0.31662136032552746,4.3731008473335695,97810.75440270813,178129.48630258781,145020.52467227652,132324.7612533509,63838.05589542945,11608.955422614654,0.18672902094768934,2.017280460757476,1.0048422134993344,0.04466197132992611,False,True,False,0,1.0,505819.15675497556
